0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.000233825 0.000452545 0.000669981 0.000885493 0.00109841 0.00130803 0.00151357 0.00171418 0.00190887 0.00209646 0.00227555 0.00244438 0.00260083 0.00274224 0.0028654 0.0029665 0.0030411 0.00308423 0.00309058 0.00305476 0.00297165 0.00283693 0.00264754 0.00240225 0.00210204 0.00175048 0.00135381 0.000920826 0.000920826 
0 0.000471876 0.000913266 0.00135207 0.00178698 0.00221667 0.00263969 0.0030545 0.00345934 0.00385223 0.00423081 0.00459221 0.00493293 0.00524865 0.00553402 0.00578258 0.0059866 0.00613714 0.00622419 0.00623701 0.00616471 0.00599699 0.00572512 0.00534292 0.0048479 0.00424205 0.00353258 0.00273208 0.00185829 0.00185829 
0 0.000649549 0.00125713 0.00186116 0.00245983 0.00305131 0.00363361 0.0042046 0.00476188 0.0053027 0.00582382 0.0063213 0.00679031 0.0072249 0.00761773 0.00795988 0.00824072 0.00844794 0.00856776 0.00858541 0.00848588 0.00825502 0.00788077 0.00735468 0.00667326 0.0058393 0.00486269 0.00376078 0.00255798 0.00255798 
0 0.000792052 0.00153293 0.00226947 0.00299949 0.00372072 0.00443077 0.00512703 0.00580657 0.00646604 0.00710148 0.0077081 0.00828002 0.00880995 0.00928896 0.00970617 0.0100486 0.0103013 0.0104474 0.0104689 0.0103476 0.0100661 0.00960971 0.0089682 0.00813728 0.00712036 0.00592951 0.00458585 0.00311917 0.00311917 
0 0.000891171 0.00172477 0.00255347 0.00337485 0.00418634 0.00498525 0.00576863 0.00653321 0.00727521 0.00799018 0.00867271 0.00931619 0.00991244 0.0104514 0.0109208 0.0113061 0.0115904 0.0117548 0.011779 0.0116425 0.0113257 0.0108123 0.0100905 0.0091556 0.00801142 0.00667153 0.00515973 0.00350951 0.00350951 
0 0.000940673 0.00182057 0.00269531 0.00356231 0.00441888 0.00526216 0.00608906 0.00689611 0.00767933 0.00843401 0.00915445 0.00983368 0.0104631 0.0110319 0.0115274 0.0119341 0.0122342 0.0124078 0.0124333 0.0122892 0.0119549 0.0114129 0.010651 0.00966416 0.00845643 0.00704212 0.00544634 0.00370445 0.00370445 
0 0.000936595 0.00181268 0.00268363 0.00354687 0.00439973 0.00523936 0.00606267 0.00686622 0.00764604 0.00839745 0.00911477 0.00979106 0.0104177 0.0109841 0.0114775 0.0118824 0.0121812 0.012354 0.0123794 0.0122359 0.011903 0.0113634 0.0106048 0.00962227 0.00841977 0.00701159 0.00542273 0.0036884 0.0036884 
0 0.000877438 0.00169819 0.00251413 0.00332284 0.00412183 0.00490843 0.00567974 0.00643254 0.0071631 0.00786705 0.00853907 0.00917263 0.0097597 0.0102903 0.0107525 0.0111319 0.0114118 0.0115737 0.0115975 0.0114631 0.0111512 0.0106457 0.009935 0.00901451 0.00788797 0.00656873 0.00508022 0.00345543 0.00345543 
0 0.000764245 0.00147912 0.00218979 0.00289418 0.0035901 0.00427522 0.00494703 0.00560271 0.00623903 0.00685217 0.00743749 0.00798932 0.00850065 0.00896284 0.00936541 0.00969584 0.00993965 0.0100806 0.0101014 0.00998429 0.00971266 0.00927233 0.00865334 0.0078516 0.00687038 0.00572133 0.00442485 0.00300966 0.00300966 
0 0.000600572 0.00116234 0.00172082 0.00227436 0.00282123 0.00335963 0.00388756 0.00440282 0.00490287 0.00538469 0.00584466 0.00627831 0.00668013 0.00704334 0.00735969 0.00761936 0.00781095 0.00792174 0.00793805 0.00784603 0.00763258 0.00728655 0.00680012 0.00617009 0.00539901 0.00449604 0.00347721 0.00236511 0.00236511 
0 0.000392354 0.000759359 0.00112421 0.00148584 0.00184311 0.00219484 0.00253974 0.00287636 0.00320304 0.00351782 0.00381831 0.00410162 0.00436413 0.00460141 0.00480808 0.00497772 0.00510289 0.00517527 0.00518593 0.00512581 0.00498636 0.0047603 0.00444252 0.00403091 0.00352717 0.00293726 0.00227166 0.00154512 0.00154512 
0 0.000147648 0.000285758 0.000423057 0.000559142 0.000693589 0.000825951 0.000955742 0.00108242 0.00120535 0.0013238 0.00143689 0.0015435 0.00164228 0.00173158 0.00180935 0.00187319 0.00192029 0.00194753 0.00195154 0.00192892 0.00187644 0.00179137 0.00167178 0.00151689 0.00132732 0.00110533 0.000854859 0.000581452 0.000581452 
0 -0.000123694 -0.000239397 -0.000354421 -0.000468427 -0.000581062 -0.00069195 -0.000800683 -0.000906807 -0.0010098 -0.00110903 -0.00120377 -0.00129308 -0.00137584 -0.00145065 -0.0015158 -0.00156928 -0.00160875 -0.00163156 -0.00163492 -0.00161597 -0.00157201 -0.00150074 -0.00140056 -0.00127079 -0.00111198 -0.000926006 -0.000716168 -0.000487118 -0.000487118 
0 -0.000410455 -0.000794392 -0.00117608 -0.00155439 -0.00192814 -0.0022961 -0.00265691 -0.00300906 -0.00335081 -0.00368011 -0.00399447 -0.00429085 -0.00456547 -0.0048137 -0.0050299 -0.00520737 -0.00533831 -0.00541403 -0.00542518 -0.00536229 -0.0052164 -0.00497992 -0.00464747 -0.00421688 -0.00368989 -0.00307277 -0.00237646 -0.00161641 -0.00161641 
0 -0.000700527 -0.0013558 -0.00200722 -0.00265288 -0.00329078 -0.00391878 -0.00453458 -0.00513559 -0.00571886 -0.00628087 -0.0068174 -0.00732322 -0.00779192 -0.00821558 -0.00858458 -0.00888746 -0.00911094 -0.00924016 -0.0092592 -0.00915186 -0.00890288 -0.00849926 -0.00793188 -0.00719698 -0.00629757 -0.00524432 -0.00405593 -0.00275874 -0.00275874 
0 -0.000981434 -0.00189946 -0.00281211 -0.00371667 -0.00461036 -0.00549019 -0.00635292 -0.00719494 -0.00801209 -0.00879947 -0.00955114 -0.0102598 -0.0109164 -0.01151 -0.0120269 -0.0124513 -0.0127644 -0.0129454 -0.0129721 -0.0128217 -0.0124729 -0.0119074 -0.0111125 -0.0100829 -0.00882287 -0.00734727 -0.00568234 -0.00386498 -0.00386498 
0 -0.00124087 -0.00240158 -0.00355548 -0.00469917 -0.0058291 -0.00694151 -0.0080323 -0.00909691 -0.0101301 -0.0111256 -0.012076 -0.012972 -0.0138022 -0.0145526 -0.0152062 -0.0157428 -0.0161386 -0.0163675 -0.0164012 -0.0162111 -0.0157701 -0.0150551 -0.0140501 -0.0127483 -0.0111552 -0.00928951 -0.00718445 -0.00488668 -0.00488668 
0 -0.00146725 -0.00283971 -0.00420412 -0.00555645 -0.00689252 -0.00820786 -0.00949765 -0.0107565 -0.0119781 -0.0131553 -0.014279 -0.0153385 -0.0163201 -0.0172075 -0.0179804 -0.0186147 -0.0190828 -0.0193535 -0.0193933 -0.0191685 -0.018647 -0.0178017 -0.0166133 -0.015074 -0.0131902 -0.0109842 -0.00849513 -0.00577816 -0.00577816 
0 -0.00165017 -0.00319374 -0.00472825 -0.00624918 -0.00775181 -0.00923115 -0.0106817 -0.0120975 -0.0134715 -0.0147953 -0.0160592 -0.0172507 -0.0183548 -0.0193528 -0.020222 -0.0209355 -0.0214619 -0.0217663 -0.0218111 -0.0215583 -0.0209718 -0.020021 -0.0186845 -0.0169533 -0.0148347 -0.0123536 -0.00955423 -0.00649853 -0.00649853 
0 -0.00178093 -0.00344679 -0.00510289 -0.00674434 -0.00836603 -0.00996258 -0.0115281 -0.013056 -0.0145389 -0.0159677 -0.0173316 -0.0186176 -0.0198091 -0.0208862 -0.0218243 -0.0225943 -0.0231624 -0.023491 -0.0235394 -0.0232665 -0.0226335 -0.0216074 -0.020165 -0.0182967 -0.0160101 -0.0133325 -0.0103113 -0.00701345 -0.00701345 
0 -0.00185284 -0.00358597 -0.00530894 -0.00701666 -0.00870384 -0.0103649 -0.0119936 -0.0135832 -0.0151259 -0.0166124 -0.0180315 -0.0193693 -0.020609 -0.0217296 -0.0227055 -0.0235066 -0.0240977 -0.0244395 -0.0244898 -0.024206 -0.0235474 -0.0224799 -0.0209792 -0.0190355 -0.0166566 -0.0138708 -0.0107276 -0.00729664 -0.00729664 
0 -0.00186159 -0.00360291 -0.00533402 -0.00704981 -0.00874496 -0.0104138 -0.0120503 -0.0136474 -0.0151974 -0.0166909 -0.0181167 -0.0194608 -0.0207064 -0.0218322 -0.0228128 -0.0236177 -0.0242116 -0.024555 -0.0246055 -0.0243203 -0.0236587 -0.0225861 -0.0210783 -0.0191254 -0.0167353 -0.0139363 -0.0107783 -0.00733111 -0.00733111 
0 -0.00180541 -0.00349419 -0.00517306 -0.00683707 -0.00848107 -0.0100996 -0.0116866 -0.0132356 -0.0147388 -0.0161872 -0.01757 -0.0188736 -0.0200815 -0.0211734 -0.0221244 -0.022905 -0.0234809 -0.023814 -0.023863 -0.0235864 -0.0229447 -0.0219045 -0.0204422 -0.0185482 -0.0162303 -0.0135158 -0.010453 -0.00710989 -0.00710989 
0 -0.00168518 -0.00326149 -0.00482855 -0.00638174 -0.00791625 -0.00942697 -0.0109083 -0.0123541 -0.0137572 -0.0151092 -0.0163998 -0.0176167 -0.0187442 -0.0197633 -0.020651 -0.0213796 -0.0219172 -0.022228 -0.0222738 -0.0220156 -0.0214167 -0.0204457 -0.0190808 -0.017313 -0.0151494 -0.0126157 -0.0097569 -0.00663639 -0.00663639 
